Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
26.10,36.75,78.50,655.19,18.97,15.87,26.34,75.00,91.51,39.75,-0.00,0.00,85.31,-0.00,-0.00,680.98
24.61,47.12,49.94,362.19,18.71,15.73,24.33,75.82,94.56,41.78,0.00,6.76,51.37,0.00,44.00,365.01
22.77,58.25,0.00,0.00,17.66,17.96,23.63,80.99,90.65,45.56,-0.00,53.10,5.44,-0.00,370.87,35.85
21.41,66.38,0.00,0.00,16.56,21.62,22.26,87.63,72.46,59.86,0.00,85.91,0.00,-0.00,683.72,0.00
20.69,69.62,0.00,0.00,16.51,22.96,21.49,89.55,63.07,69.52,-0.00,98.40,-0.00,-0.00,779.75,-0.00
19.75,71.88,0.00,0.00,16.18,24.62,18.87,90.28,55.22,88.89,-0.00,110.62,0.00,0.00,848.16,0.00
18.99,74.88,0.00,0.00,15.76,26.63,18.96,92.26,46.19,92.49,-0.00,129.26,-0.00,0.00,961.31,-0.00
18.49,77.25,0.00,0.00,15.85,27.10,19.48,93.78,47.21,90.33,6.82,141.16,0.00,44.37,933.83,0.00
17.55,81.75,0.00,0.00,18.17,26.76,18.79,89.32,47.84,94.78,53.93,190.21,-0.00,376.63,784.75,-0.00
16.54,87.75,0.00,0.00,21.49,26.30,20.51,73.11,46.89,85.89,85.18,223.34,-0.00,677.86,674.05,0.00
16.70,88.12,0.00,0.00,23.23,26.98,19.00,61.91,40.99,99.25,100.35,127.47,0.00,795.25,876.82,-0.00
16.12,90.75,0.00,0.00,24.88,26.64,20.21,54.24,40.01,96.60,112.75,102.24,0.00,864.48,804.08,-0.00
15.66,93.00,0.00,0.00,26.30,26.09,21.31,47.34,40.50,93.89,126.32,83.81,-0.00,939.44,669.02,0.00
15.95,93.00,6.88,44.75,26.95,24.40,20.28,47.73,41.58,102.69,139.67,51.63,7.50,924.01,366.82,15.34
18.35,88.00,54.75,382.38,26.97,23.38,21.64,47.17,46.41,95.54,193.05,5.34,62.49,796.43,35.24,110.10
21.39,73.75,84.44,672.00,26.60,22.13,23.03,45.94,60.43,88.04,228.23,0.00,112.68,688.81,0.00,71.39
23.46,60.75,102.31,810.75,26.83,21.19,23.32,41.43,71.07,87.23,126.14,-0.00,230.62,867.66,-0.00,63.39
25.10,53.25,114.88,880.81,26.64,19.56,25.28,40.00,84.95,77.60,102.24,0.00,356.72,804.14,0.00,138.64
26.01,48.50,123.38,917.56,25.96,19.50,24.03,40.87,89.19,87.93,83.06,-0.00,343.13,663.04,-0.00,58.23
26.82,48.25,138.19,914.19,24.43,19.75,24.83,41.48,88.67,85.46,51.75,0.00,302.10,367.72,0.00,28.82
27.14,46.50,195.88,808.12,23.26,19.26,26.54,46.83,91.83,76.41,5.30,-0.00,260.71,34.93,-0.00,14.91
26.85,45.00,233.12,703.56,22.07,20.15,27.14,60.72,88.26,72.90,0.00,-0.00,301.63,0.00,-0.00,36.96
26.70,41.88,124.81,858.50,21.04,19.58,26.18,71.85,95.44,78.79,-0.00,-0.00,320.10,-0.00,-0.00,115.57
26.64,40.00,102.25,804.19,19.90,20.37,26.12,82.97,95.55,80.84,0.00,0.00,251.10,0.00,0.00,182.18
25.85,41.25,82.31,657.06,19.77,21.15,25.62,87.53,94.94,84.49,-0.00,-0.00,168.06,-0.00,0.00,177.24
24.46,41.38,51.88,368.62,19.89,20.92,26.12,87.83,98.41,78.54,0.00,7.87,72.97,0.00,16.11,59.47
23.15,47.25,5.25,34.62,19.49,21.83,24.71,90.35,94.27,85.77,-0.00,63.37,5.14,-0.00,111.64,3.48
22.01,61.00,0.00,0.00,19.97,22.79,25.57,89.44,89.58,80.44,-0.00,110.84,0.00,0.00,70.23,0.00
20.91,72.62,0.00,0.00,19.87,23.25,25.15,93.53,87.67,83.05,-0.00,229.47,-0.00,0.00,63.07,-0.00
20.19,81.00,0.00,0.00,20.44,24.66,25.61,95.02,81.36,80.43,-0.00,342.23,0.00,0.00,133.01,0.00
20.00,85.88,0.00,0.00,21.08,24.47,23.31,95.47,85.34,95.11,0.00,354.59,-0.00,0.00,60.17,-0.00
20.00,87.00,0.00,0.00,21.24,25.30,25.36,96.26,82.79,83.12,8.06,312.89,0.00,16.50,29.85,0.00
19.69,88.88,0.00,0.00,21.93,26.31,23.94,93.64,77.71,91.60,63.81,256.58,-0.00,112.42,14.68,-0.00
19.81,90.62,0.00,0.00,22.67,26.60,24.34,90.35,75.95,88.19,109.92,290.82,0.00,69.64,35.64,0.00
20.12,91.62,0.00,0.00,23.21,26.11,23.18,87.90,79.21,95.95,228.89,318.45,-0.00,62.91,114.97,-0.00
20.51,94.50,0.00,0.00,24.36,25.93,20.67,83.24,81.98,92.53,334.99,247.74,0.00,130.19,179.75,0.00
21.01,96.00,0.00,0.00,24.69,25.58,17.59,84.05,84.75,98.28,360.33,167.56,-0.00,61.15,176.72,-0.00
21.51,94.12,8.25,16.88,25.53,25.64,18.98,81.46,81.46,85.65,318.29,70.61,2.97,30.37,57.54,-0.00
22.01,93.00,64.25,113.19,26.20,24.86,17.68,78.35,84.89,99.03,254.51,5.19,34.37,14.56,3.52,11.75
22.57,91.12,109.00,69.06,26.33,25.28,18.97,77.47,82.22,95.35,285.41,0.00,122.52,34.97,0.00,94.85
23.18,88.12,228.31,62.75,26.07,25.07,20.19,79.41,83.52,89.68,317.63,-0.00,222.62,114.68,-0.00,291.54
24.09,85.12,327.75,127.38,25.83,25.26,21.14,82.55,82.52,87.60,246.06,0.00,225.24,178.53,0.00,561.43
24.88,82.75,366.06,62.12,25.56,23.97,24.01,84.87,90.99,70.47,167.31,-0.00,208.62,176.45,-0.00,839.43
25.73,80.12,323.69,30.88,25.40,24.70,23.60,82.92,87.44,68.52,69.43,0.00,155.59,56.58,0.00,791.71
26.10,79.00,252.44,14.44,24.94,23.95,24.93,84.44,91.55,62.34,5.22,-0.00,135.09,3.54,-0.00,832.55
26.10,79.00,280.00,34.31,25.13,24.29,26.83,83.11,88.47,54.44,0.00,0.00,131.72,0.00,0.00,910.16
26.04,79.62,316.81,114.38,25.03,23.81,27.07,83.76,91.98,46.44,-0.00,-0.00,115.40,-0.00,0.00,870.77
25.75,83.12,244.38,177.31,25.09,20.50,26.72,83.57,93.70,43.31,0.00,-0.00,97.37,0.00,0.00,779.69
25.54,85.00,167.06,176.19,24.31,17.81,26.54,88.94,96.76,43.23,-0.00,-0.00,79.90,-0.00,-0.00,654.65
25.19,84.38,68.25,55.62,24.37,18.42,25.00,89.59,89.32,48.03,0.00,2.86,48.41,0.00,0.00,368.02
25.00,84.00,5.25,3.56,23.96,18.13,24.18,91.53,96.01,53.06,-0.00,35.56,5.60,-0.00,12.15,39.28
25.00,84.00,0.00,0.00,24.27,19.15,22.43,88.61,94.17,62.50,0.00,124.10,0.00,0.00,96.08,0.00
25.00,84.00,0.00,0.00,24.13,20.22,21.32,89.99,89.46,66.32,-0.00,223.16,-0.00,0.00,292.24,-0.00
24.94,84.62,0.00,0.00,20.41,21.14,20.28,94.29,87.61,69.59,-0.00,225.21,0.00,0.00,561.37,0.00
24.59,86.88,0.00,0.00,17.92,23.34,18.10,96.01,74.23,84.24,-0.00,199.44,-0.00,0.00,802.47,-0.00
24.09,91.75,0.00,0.00,18.15,24.03,18.26,91.16,66.51,83.61,2.80,160.76,0.00,0.00,818.05,0.00
23.96,91.50,0.00,0.00,18.36,25.35,17.37,94.51,60.54,93.26,36.15,139.49,-0.00,12.36,859.62,-0.00
24.25,88.75,0.00,0.00,19.23,26.69,17.45,93.59,54.97,95.49,124.90,130.49,0.00,96.70,901.61,0.00
24.40,88.00,0.00,0.00,20.24,27.06,17.97,89.36,46.47,91.06,223.42,115.33,0.00,292.59,870.20,-0.00
20.34,94.88,0.00,0.00,21.14,26.94,15.95,87.62,42.65,104.39,225.20,98.94,-0.00,561.34,792.22,-0.00
18.02,95.25,0.00,0.00,23.00,26.64,17.04,76.12,42.93,89.96,194.84,80.48,0.00,783.98,659.42,0.00
17.91,93.00,2.75,0.00,24.25,25.29,17.22,65.51,47.08,87.52,163.35,49.45,8.34,831.21,375.98,55.26
18.55,93.00,36.75,12.56,25.57,23.79,17.43,59.65,54.59,95.74,141.68,5.45,57.05,873.15,38.27,401.86
19.31,93.00,125.69,97.31,26.63,21.82,20.18,55.23,65.50,87.52,129.87,0.00,82.77,897.33,0.00,646.92
20.25,89.25,223.69,292.94,27.05,20.73,23.97,46.48,69.35,66.58,115.29,-0.00,110.39,869.91,-0.00,861.07
21.14,87.62,225.19,561.31,27.05,20.10,24.48,42.33,70.49,60.55,99.72,0.00,114.15,798.48,0.00,879.84
22.71,78.00,190.25,765.50,26.69,18.61,24.93,42.77,81.37,52.40,80.77,-0.00,110.31,661.81,-0.00,845.80
24.44,64.50,165.94,844.38,25.44,17.82,26.17,46.60,86.43,43.60,49.98,0.00,111.46,379.96,0.00,860.86
25.75,58.75,143.88,886.69,23.60,17.34,28.56,55.36,93.44,35.54,5.38,-0.00,127.45,37.76,-0.00,975.04
26.57,55.50,129.25,893.06,21.51,17.42,28.05,67.00,95.68,39.83,0.00,-0.00,125.73,0.00,0.00,888.13
27.05,46.50,115.25,869.62,20.44,17.54,28.42,70.86,94.03,40.28,-0.00,-0.00,151.41,-0.00,-0.00,792.32
27.14,42.00,100.50,804.75,20.02,16.38,27.65,70.93,101.32,40.10,0.00,-0.00,183.72,0.00,-0.00,538.67
26.73,42.62,81.06,664.19,18.87,16.52,26.69,79.94,93.54,44.85,-0.00,-0.00,156.20,-0.00,0.00,293.90
25.56,46.12,50.50,383.94,17.60,16.56,25.89,87.84,92.07,52.08,0.00,7.98,75.14,0.00,52.88,109.17
23.44,56.12,5.31,37.25,17.33,17.62,25.43,93.53,94.49,63.60,-0.00,57.84,6.39,-0.00,407.37,7.56
21.25,68.50,0.00,0.00,17.40,20.63,22.55,95.78,84.89,89.51,0.00,85.60,0.00,0.00,669.09,0.00
20.19,72.38,0.00,0.00,17.32,23.67,23.75,95.51,68.04,87.46,-0.00,108.16,-0.00,0.00,843.72,-0.00
19.94,71.38,0.00,0.00,16.60,24.62,24.85,99.78,59.96,83.55,0.00,115.29,0.00,0.00,888.67,0.00
19.09,78.50,0.00,0.00,16.26,25.59,23.68,95.33,50.14,96.10,0.00,116.06,-0.00,0.00,889.90,-0.00
17.41,89.25,0.00,0.00,16.23,26.82,23.81,94.35,41.74,97.87,7.80,117.20,0.00,51.69,905.18,0.00
17.32,93.62,0.00,0.00,17.71,28.32,24.32,93.87,36.14,93.96,58.23,125.42,-0.00,410.12,959.46,-0.00
17.39,95.88,0.00,0.00,20.86,28.18,25.19,83.57,39.48,86.39,87.02,126.90,0.00,680.17,896.35,0.00
17.14,97.00,0.00,0.00,23.53,28.29,24.03,68.77,40.64,93.11,107.05,150.11,-0.00,835.05,785.50,-0.00
16.79,98.25,0.00,0.00,24.69,27.40,24.74,59.67,40.86,88.12,115.87,180.49,-0.00,893.08,529.18,-0.00
16.04,97.12,0.00,0.00,25.92,26.29,25.13,49.01,46.24,85.40,118.93,151.91,-0.00,911.95,285.82,-0.00
15.95,96.62,7.62,50.50,27.15,25.33,23.34,40.81,54.35,97.92,120.07,72.35,8.74,927.34,105.11,17.01
17.79,93.25,58.62,412.88,28.21,24.74,23.84,36.45,67.11,94.48,124.40,6.10,76.92,951.67,7.22,181.93
21.05,82.25,88.44,691.25,28.25,23.25,24.99,39.30,85.45,87.75,127.48,0.00,138.49,900.45,0.00,420.53
23.40,69.50,105.94,826.38,28.23,23.83,25.34,40.82,86.98,82.95,149.46,-0.00,179.00,782.10,-0.00,370.00
24.75,59.38,116.44,897.50,27.27,24.36,27.13,41.24,86.71,71.02,178.87,0.00,305.64,524.44,0.00,143.57
26.20,47.88,121.81,934.00,26.08,23.82,27.41,46.93,95.11,67.44,149.77,-0.00,290.10,281.79,-0.00,297.98
27.43,39.88,122.94,949.50,25.05,24.04,28.14,55.48,96.31,63.80,70.95,0.00,357.71,103.09,0.00,435.50
28.11,36.75,123.38,943.88,24.39,24.36,29.24,68.87,93.67,58.11,5.95,-0.00,386.46,7.05,-0.00,428.67
28.30,39.12,128.06,904.56,23.60,24.78,29.46,83.41,89.07,54.92,0.00,0.00,292.71,0.00,0.00,591.72
28.18,41.00,148.81,778.69,23.87,24.19,28.53,86.74,92.05,45.64,-0.00,-0.00,141.67,-0.00,-0.00,754.47
27.16,41.62,177.25,519.69,24.11,24.38,27.89,88.30,90.50,37.59,0.00,-0.00,110.33,0.00,0.00,725.30
25.91,47.62,147.62,277.75,23.90,24.49,26.12,94.61,89.70,35.24,-0.00,0.00,86.46,-0.00,0.00,625.68
24.81,56.62,69.56,101.06,24.15,23.63,22.52,95.53,95.96,43.19,0.00,8.93,47.71,0.00,17.38,341.12
24.09,70.62,5.81,6.88,24.38,23.97,22.71,93.53,93.61,41.90,-0.00,77.65,5.73,-0.00,183.65,39.17
23.90,81.38,0.00,0.00,24.58,24.90,20.49,90.41,88.32,47.52,0.00,137.62,0.00,-0.00,417.89,0.00
23.90,86.50,0.00,0.00,24.27,25.59,18.54,91.53,81.54,52.07,0.00,182.28,-0.00,-0.00,376.78,-0.00
23.90,89.88,0.00,0.00,24.20,26.84,16.93,91.69,72.57,51.90,0.00,299.51,0.00,-0.00,140.69,0.00
23.96,94.12,0.00,0.00,24.17,27.29,17.56,91.85,68.03,47.26,-0.00,287.64,-0.00,-0.00,295.46,-0.00
24.25,94.75,0.00,0.00,23.77,28.25,17.19,94.98,63.34,48.33,9.02,360.35,0.00,17.56,438.72,0.00
24.40,93.38,0.00,0.00,24.03,29.19,17.09,93.18,58.30,51.17,78.02,385.17,-0.00,184.52,427.24,-0.00
24.40,91.75,0.00,0.00,24.86,29.28,15.01,88.60,55.65,64.46,137.18,289.01,0.00,416.57,584.23,-0.00
24.34,91.00,0.00,0.00,25.71,28.87,13.89,80.83,44.57,69.63,183.92,145.34,-0.00,380.17,773.98,-0.00
24.05,92.88,0.00,0.00,26.70,28.20,12.64,73.35,36.80,76.65,296.45,112.89,-0.00,139.25,742.09,-0.00
23.90,94.00,0.00,0.00,27.23,26.22,13.33,68.32,34.99,71.82,286.42,87.08,-0.00,294.20,630.12,0.00
23.90,94.00,9.12,17.75,28.30,23.15,12.73,63.11,41.41,75.85,361.68,50.08,7.86,440.33,358.03,64.56
24.09,92.75,78.38,185.38,29.17,22.34,15.03,58.40,43.07,66.00,384.52,5.58,59.35,426.52,38.18,507.76
24.82,88.88,136.75,415.25,29.19,20.50,16.30,56.01,47.51,59.85,287.16,0.00,79.05,580.49,0.00,722.79
25.82,80.12,185.56,383.56,29.04,18.89,16.49,44.03,50.85,55.09,147.17,-0.00,88.43,783.74,-0.00,782.40
26.57,74.12,293.38,137.81,28.36,17.58,18.59,36.40,49.70,46.13,114.16,0.00,107.60,750.49,0.00,919.45
27.18,68.62,285.19,292.94,26.27,17.65,20.57,34.87,46.94,37.96,87.38,-0.00,125.01,632.34,-0.00,1041.19
28.34,62.88,363.00,441.94,23.47,17.29,20.16,40.51,47.97,36.96,51.26,0.00,117.86,366.49,0.00,960.37
29.15,58.50,383.88,425.81,22.15,16.69,20.19,43.66,52.71,36.86,5.51,-0.00,115.51,37.68,-0.00,922.90
29.11,56.38,285.31,576.75,20.50,14.77,20.37,47.50,65.60,35.19,0.00,0.00,110.00,0.00,0.00,866.98
29.19,43.50,149.00,793.50,19.06,13.48,22.41,50.23,71.76,29.36,-0.00,-0.00,119.55,-0.00,-0.00,932.67
28.49,36.00,115.44,758.88,17.90,12.51,20.75,48.60,77.38,33.05,0.00,0.00,96.01,0.00,-0.00,754.18
26.31,34.75,87.69,634.56,17.70,12.71,20.50,46.78,75.29,32.02,-0.00,-0.00,77.39,-0.00,-0.00,636.15
23.74,39.62,52.44,374.94,17.35,12.27,19.46,47.80,78.49,33.38,0.00,7.62,46.60,0.00,62.59,376.64
21.99,44.25,5.44,37.19,16.49,14.47,19.59,53.48,68.87,34.22,-0.00,57.14,5.58,-0.00,488.91,41.66
20.50,47.50,0.00,0.00,14.65,16.43,17.20,66.18,59.30,41.74,-0.00,79.80,0.00,0.00,729.71,0.00
19.21,49.62,0.00,0.00,13.28,17.11,18.85,72.82,52.86,36.80,-0.00,92.72,-0.00,-0.00,820.30,-0.00
18.18,47.50,0.00,0.00,12.45,18.59,17.78,77.75,46.12,41.26,0.00,107.61,0.00,-0.00,919.53,0.00
17.74,46.62,0.00,0.00,12.40,19.92,16.13,77.02,39.92,52.01,-0.00,119.66,-0.00,-0.00,996.62,-0.00
17.39,47.62,0.00,0.00,12.04,20.18,12.30,79.80,36.92,77.09,7.50,117.99,0.00,61.60,961.43,0.00
16.32,54.25,0.00,0.00,14.19,20.43,10.82,70.31,36.24,87.55,56.04,117.60,-0.00,479.48,939.61,-0.00
14.55,66.75,0.00,0.00,16.49,20.86,10.66,59.03,34.03,85.52,80.18,114.16,0.00,733.16,899.71,0.00
13.11,73.88,0.00,0.00,17.42,22.04,11.30,51.74,30.18,81.01,94.86,116.56,0.00,839.24,909.31,0.00
12.39,78.12,0.00,0.00,18.59,21.21,11.37,46.12,32.02,82.26,107.61,99.41,0.00,919.58,780.87,0.00
12.14,78.75,0.00,0.00,19.59,20.88,9.18,40.90,31.20,96.06,116.99,79.60,-0.00,974.34,654.33,-0.00
11.85,81.12,7.38,60.62,20.18,19.94,9.56,36.90,32.31,92.60,118.05,48.30,7.08,961.97,390.38,56.20
13.95,71.75,54.94,470.06,20.56,19.42,14.72,35.93,34.67,69.39,118.64,5.51,61.05,947.96,41.14,506.91
16.55,58.75,80.56,736.62,21.11,17.84,17.13,33.46,39.99,60.11,116.23,0.00,86.11,916.08,0.00,760.13
17.68,50.62,97.00,858.19,21.86,18.35,17.94,30.59,38.21,50.95,115.06,-0.00,97.95,897.62,-0.00,823.62
18.59,46.12,107.62,919.62,21.44,17.48,18.91,31.51,42.19,41.45,101.11,0.00,111.38,794.22,0.00,886.01
19.31,41.88,114.31,952.06,21.07,15.75,18.96,30.79,53.50,38.58,80.70,-0.00,114.82,663.41,-0.00,880.53
20.19,36.88,118.12,962.50,20.18,12.34,19.51,31.78,76.85,33.99,49.15,0.00,117.82,397.25,0.00,895.06
20.66,35.62,119.69,956.31,19.33,11.16,20.80,34.90,85.52,30.40,5.47,-0.00,121.80,40.88,-0.00,946.06
21.32,32.88,118.31,932.44,18.16,11.13,21.15,39.12,82.82,31.57,0.00,-0.00,115.23,0.00,0.00,911.13
21.70,31.00,113.56,885.94,18.10,10.95,22.67,38.91,83.13,29.11,-0.00,-0.00,115.83,-0.00,0.00,938.97
21.64,31.00,102.81,807.56,17.33,10.84,22.50,42.65,85.63,30.88,0.00,-0.00,97.55,0.00,0.00,823.35
21.23,30.38,81.81,672.50,15.56,9.73,23.73,54.25,92.53,28.74,-0.00,0.00,85.24,-0.00,0.00,743.36
20.38,31.25,50.00,404.12,12.36,10.16,21.57,76.74,88.92,34.10,0.00,7.42,48.69,0.00,58.85,402.72
19.25,35.12,5.44,40.62,11.32,14.21,20.81,84.51,72.14,36.04,-0.00,58.96,5.57,-0.00,489.61,42.92
18.43,38.25,0.00,0.00,11.37,16.86,20.96,81.47,61.31,34.96,-0.00,84.52,0.00,0.00,746.16,0.00
17.89,39.62,0.00,0.00,10.78,18.18,19.72,84.19,50.10,39.30,-0.00,99.69,-0.00,-0.00,838.31,-0.00
17.20,43.12,0.00,0.00,10.58,19.12,18.26,87.31,40.85,40.21,0.00,113.09,0.00,0.00,899.66,0.00
15.40,55.00,0.00,0.00,10.01,19.44,15.17,90.76,37.35,52.30,-0.00,119.00,-0.00,0.00,912.64,-0.00
12.38,76.62,0.00,0.00,10.46,19.98,14.37,87.09,32.94,65.51,7.58,122.01,0.00,60.17,926.84,0.00
11.47,83.50,0.00,0.00,13.95,20.89,13.97,73.51,30.20,68.05,57.92,122.62,-0.00,480.96,952.44,-0.00
11.57,80.12,0.00,0.00,16.72,21.37,13.71,61.90,31.10,67.87,83.73,117.09,-0.00,739.18,925.79,0.00
10.63,85.25,0.00,0.00,18.30,22.38,11.86,49.67,29.75,73.98,100.57,113.51,-0.00,845.66,920.17,-0.00
10.35,89.00,0.00,0.00,19.22,22.55,11.95,40.55,30.75,71.77,113.95,97.96,-0.00,906.49,826.86,-0.00
10.25,89.00,0.00,0.00,19.68,23.21,13.32,36.73,29.87,61.03,121.10,82.34,-0.00,928.69,718.05,-0.00
10.72,85.25,7.75,61.50,20.21,21.83,12.58,32.41,33.49,62.18,124.10,49.62,8.10,942.73,410.46,59.90
13.73,74.88,56.88,472.31,20.94,20.72,15.25,30.10,36.27,49.28,123.03,5.53,60.60,955.62,42.65,461.53
16.61,62.50,82.94,732.19,21.48,20.40,18.21,30.86,36.48,36.43,118.01,0.00,92.47,933.11,0.00,725.48
18.40,49.25,101.44,853.00,22.24,19.31,19.68,30.06,40.53,36.63,112.35,-0.00,112.22,910.78,-0.00,849.09
19.31,40.25,114.81,913.31,22.58,18.36,21.37,30.68,39.92,35.36,98.17,0.00,126.79,828.62,0.00,932.88
19.88,36.12,123.19,944.75,22.96,15.86,20.57,30.43,49.96,37.46,80.89,-0.00,115.82,705.40,-0.00,826.71
20.41,31.88,126.19,958.62,21.96,14.21,22.77,33.18,66.32,32.77,50.09,0.00,131.99,414.32,0.00,916.51
20.98,30.00,123.44,958.81,20.68,13.43,23.41,36.38,70.90,31.37,5.52,-0.00,134.36,42.51,-0.00,901.52
21.57,30.62,118.94,940.44,20.12,13.06,25.19,37.24,71.37,27.70,0.00,0.00,146.43,0.00,0.00,984.89
22.11,30.38,111.19,901.38,19.11,12.22,22.84,41.14,72.18,30.87,-0.00,0.00,114.67,-0.00,-0.00,786.50
22.61,30.62,98.38,830.38,18.42,12.05,23.51,39.77,71.26,27.04,0.00,0.00,105.50,0.00,-0.00,742.78
22.74,31.00,79.44,692.75,16.21,12.66,22.97,48.79,64.21,29.98,-0.00,0.00,85.60,-0.00,-0.00,609.07
22.07,32.88,50.56,418.19,14.12,12.38,22.09,66.72,63.09,35.75,0.00,7.99,54.42,0.00,59.08,362.47
20.64,36.50,5.50,42.38,13.16,15.02,21.75,72.32,50.08,41.87,-0.00,59.67,6.35,-0.00,454.48,39.25
19.88,38.00,0.00,0.00,12.73,17.92,17.87,73.13,37.22,63.87,-0.00,90.64,0.00,-0.00,711.12,0.00
18.93,41.75,0.00,0.00,12.40,19.40,18.69,71.28,37.38,59.89,-0.00,110.11,-0.00,-0.00,833.14,-0.00
18.46,39.62,0.00,0.00,12.10,20.97,16.48,71.01,36.43,69.37,-0.00,123.36,0.00,0.00,907.69,0.00
16.50,47.62,0.00,0.00,12.33,21.25,16.93,65.79,35.79,65.69,-0.00,122.10,-0.00,-0.00,871.54,-0.00
14.05,67.12,0.00,0.00,12.29,22.85,15.32,63.55,32.58,71.56,7.94,132.81,0.00,58.66,922.16,0.00
12.93,73.75,0.00,0.00,14.91,23.55,16.61,50.48,31.06,65.27,59.21,135.74,-0.00,450.96,910.79,-0.00
12.45,74.88,0.00,0.00,17.77,24.52,14.66,37.61,29.16,74.76,89.73,140.06,0.00,703.93,942.04,0.00
12.55,70.38,0.00,0.00,19.27,23.42,13.55,37.75,29.68,79.78,109.05,119.87,-0.00,825.16,822.13,-0.00
12.14,70.75,0.00,0.00,20.77,23.86,13.48,36.96,26.39,83.25,121.65,108.28,0.00,895.09,762.36,0.00
12.05,67.38,0.00,0.00,21.60,23.27,12.85,34.95,29.37,86.44,125.24,87.52,0.00,893.96,622.73,0.00
12.20,64.00,7.88,58.25,22.89,22.16,11.57,32.48,35.57,91.21,133.21,54.71,7.74,924.98,364.39,54.91
14.82,50.88,58.75,447.44,23.62,21.11,14.50,30.90,43.99,76.40,136.43,6.08,59.93,915.42,37.60,442.61
17.65,38.00,88.81,696.75,24.19,18.35,18.94,29.89,61.81,56.93,136.88,0.00,93.09,920.61,0.00,735.89
19.15,38.12,108.00,817.19,23.71,18.08,21.62,29.09,62.75,47.04,122.46,-0.00,114.12,839.94,-0.00,885.45
20.60,37.50,119.94,882.50,24.04,16.45,21.84,26.07,69.56,47.29,109.67,0.00,117.13,772.15,0.00,883.28
21.89,34.12,128.38,916.38,23.42,16.32,23.29,29.06,68.85,46.60,88.48,-0.00,127.45,629.55,-0.00,944.27
22.93,32.38,133.62,927.81,22.20,15.47,23.38,35.47,70.84,51.19,54.86,0.00,127.58,365.35,0.00,938.69
23.68,30.75,137.12,920.06,20.79,16.05,22.94,45.06,68.07,54.59,5.94,-0.00,119.32,36.77,-0.00,879.92
23.90,30.62,133.69,899.19,18.59,14.87,22.88,60.78,73.69,52.63,0.00,-0.00,113.75,0.00,0.00,846.39
23.96,28.50,125.06,857.75,17.77,13.71,23.12,64.19,78.89,50.40,-0.00,-0.00,115.19,-0.00,0.00,845.51
24.19,25.75,111.06,781.94,16.43,13.35,23.68,69.66,84.00,49.44,0.00,0.00,115.42,0.00,0.00,826.44
23.55,28.75,89.44,636.38,16.01,12.70,22.08,70.42,87.35,55.62,-0.00,0.00,87.67,-0.00,0.00,624.23
22.23,35.38,55.00,366.31,15.54,11.89,20.71,70.48,89.17,59.65,0.00,7.93,50.35,0.00,56.27,337.02
20.51,46.12,5.81,35.94,15.78,14.54,21.01,69.48,76.20,58.63,-0.00,60.09,6.00,-0.00,443.78,37.64
18.80,59.75,0.00,0.00,14.97,18.58,19.59,73.15,58.46,66.21,0.00,90.83,0.00,0.00,717.98,0.00
17.51,65.62,0.00,0.00,13.79,21.09,20.25,78.44,48.96,61.68,-0.00,110.12,-0.00,0.00,854.41,-0.00
16.41,69.75,0.00,0.00,13.29,21.87,19.39,84.38,47.21,64.93,0.00,117.35,0.00,-0.00,884.89,0.00
15.75,72.00,0.00,0.00,12.63,23.10,16.92,87.80,47.24,77.75,-0.00,125.78,-0.00,-0.00,931.95,-0.00
15.60,70.12,0.00,0.00,12.06,23.34,17.68,88.14,51.34,73.63,8.02,127.19,0.00,56.94,935.88,0.00
15.54,70.88,0.00,0.00,14.55,23.32,17.83,76.10,53.17,73.13,60.17,122.79,-0.00,444.36,905.46,-0.00
15.06,72.62,0.00,0.00,18.40,23.38,17.10,59.23,50.87,75.67,89.69,118.12,-0.00,709.02,878.94,0.00
13.86,78.00,0.00,0.00,20.83,23.28,15.25,49.92,49.82,87.33,108.12,116.57,-0.00,838.90,855.60,-0.00
13.24,84.75,0.00,0.00,21.88,23.27,16.59,47.16,50.97,80.80,117.45,112.24,-0.00,885.69,803.66,-0.00
12.57,88.25,0.00,0.00,23.01,22.21,16.61,47.56,55.12,85.26,124.95,88.49,0.00,925.78,630.06,-0.00
12.20,87.12,8.12,57.62,23.32,21.30,18.62,51.42,57.32,76.04,127.00,52.68,12.09,934.47,352.57,62.84
14.57,76.00,60.25,444.94,23.52,20.78,20.39,52.46,59.62,66.85,124.52,5.91,70.03,918.23,37.04,215.86
18.25,60.00,88.56,700.06,23.63,19.56,20.40,50.00,66.36,68.11,120.31,0.00,151.74,895.22,0.00,96.82
20.60,50.88,106.12,823.38,23.36,19.59,22.20,49.54,64.84,60.59,117.25,-0.00,228.69,860.64,-0.00,397.19
